Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Pathovar	Race	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Barcode
PSE_AA5941AA	2738A	traces-0rNBBqq;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Ascona 	1990	6	8		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 6 BF					2023-10-04	2023-10-04	PSE_AA5941AA	Assembled	201.3	5.1	137537	6175516	Pseudomonas syringae;95.1%	115	1374	PSE_AA2898AA_AS
PSE_AA5942AA	2739B	traces-0XbMfpN;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Celeste 	1990	6	8		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 4 NF					2023-10-04	2023-10-04	PSE_AA5942AA	Assembled	209.7	5.1	136357	6233920	Pseudomonas syringae;95.05%	133	1641	PSE_AA2899AA_AS
PSE_AA5943AA	2719	traces-0eRRPNH;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum EO x V F3 	1990	4	1		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 8					2023-10-04	2023-10-04	PSE_AA5943AA	Assembled	225.8	5.1	267464	5874302	Pseudomonas syringae;97.91%	50	1125	PSE_AA2900AA_AS
PSE_AA5944AA	2786	traces-0khiWIs;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Glycine max Acme 	1991	4	1		Europe	United Kingdom					0.5732938351222968	-1.8180542439222338	Murray Grant	Pseudomonas syringae	phaseolicola		Race 5					2023-10-04	2023-10-04	PSE_AA5944AA	Assembled	246.3	5.1	79869	5993607	Pseudomonas savastanoi;94.65%	184	1659	PSE_AA2901AA_AS
PSE_AA5945AA	2746A	traces-0aVPKOC;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Swede   	1990	7	16		Europe	United Kingdom					1.2323880512178482	-1.9608765095472338	Murray Grant	Pseudomonas 			BF/NF clear grey					2023-10-04	2023-10-04	PSE_AA5945AA	Assembled	307.5	5.1	107617	5955112	Pseudomonas fluorescens;62.51%	114	3738	PSE_AA2902AA_AS
PSE_AA5946AA	2718A	traces-0oTbFoq;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Swede   	1990	4	6		Europe	United Kingdom					1.4630369638306526	-1.8400269001722338	Murray Grant	Pseudomonas 			BF					2023-10-04	2023-10-04	PSE_AA5946AA	Assembled	394.6	5.1	416046	6218244	Pseudomonas sp. LG1E9;94.77%	47	751	PSE_AA2903AA_AS
PSE_AA5947AA	2493A	traces-0KCXFgV;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Unknown 	1989	10	19		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 1 NF					2023-10-04	2023-10-04	PSE_AA5947AA	Assembled	400.1	5.1	254008	5920294	Pseudomonas syringae;97.57%	53	933	PSE_AA2904AA_AS
PSE_AA5948AA	4217	traces-0OYDhkh;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Solara 	1991	1	3		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 2 BF					2023-10-04	2023-10-04	PSE_AA5948AA	Assembled	43.8	5.1	100828	6167422	Pseudomonas syringae;94.25%	202	4230	PSE_AA2905AA_AS
PSE_AA5949AA	3546A	traces-0llvYQD;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Coriander   	1993	11	15										Murray Grant	Pseudomonas syringae	pisi							2023-10-04	2023-10-04	PSE_AA5949AA	Assembled	52.5	5.1	113800	5916990	Pseudomonas syringae;86.44%	167	3566	PSE_AA2906AA_AS
PSE_AA5950AA	3087	traces-0RbLrAi;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Calypso 	1986	1	1		Europe	Netherlands							Murray Grant	Pseudomonas syringae	pisi		Race 2 BF					2023-10-04	2023-10-04	PSE_AA5950AA	Assembled	74.1	5.1	100823	6059772	Pseudomonas syringae;95.07%	170	2009	PSE_AA2907AA_AS
PSE_AA5951AA	3089	traces-0pfyloB;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Finale-2 	1986	1	1		Europe	Netherlands							Murray Grant	Pseudomonas syringae	pisi		Race 2 NF					2023-10-04	2023-10-04	PSE_AA5951AA	Assembled	73.8	5.1	118311	6195262	Pseudomonas syringae;94.61%	151	1600	PSE_AA2908AA_AS
PSE_AA5953AA	4204	traces-0EpFLYW;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum  	1990	11	15		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 5 NF					2023-10-04	2023-10-04	PSE_AA5953AA	Assembled	83.8	5.1	267464	5962832	Pseudomonas syringae;97.44%	52	1190	PSE_AA2910AA_AS
PSE_AA5954AA	4212	traces-0BJWFGJ;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Orb 	1990	11	15		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 2 BF					2023-10-04	2023-10-04	PSE_AA5954AA	Assembled	85	5.1	143789	6262369	Pseudomonas syringae;95.07%	118	2017	PSE_AA2911AA_AS
PSE_AA5955AA	4196	traces-0ablfxd;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Bunting 	1990	11	15		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 2 BF					2023-10-04	2023-10-04	PSE_AA5955AA	Assembled	89.5	5.1	155433	6246074	Pseudomonas syringae;95.32%	157	3070	PSE_AA2912AA_AS
PSE_AA5959AA	3688	traces-0ODtlZq;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Allium cepa Alpha 	1994	6	13		Europe	Netherlands							Murray Grant	Pseudomonas gladioli	alliicola							2023-10-04	2023-10-04	PSE_AA5959AA	Assembled	129.5	5.1	318182	6268491	Pseudomonas fluorescens;94.24%	57	2345	PSE_AA2916AA_AS
PSE_AA5963AA	4298	traces-0UwHjYB;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Allround 	1991	2	28		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 7 NF					2023-10-04	2023-10-04	PSE_AA5963AA	Assembled	168.6	5.1	237295	5997029	Pseudomonas syringae;96.46%	69	1589	PSE_AA2920AA_AS
PSE_AA5966AA	3819F	traces-0YoaEtG;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica arvensis Charlock 	1994	12	19		Europe	United Kingdom							Murray Grant	Pseudomonas sp			Fluor					2023-10-04	2023-10-04	PSE_AA5966AA	Assembled	217.7	5.1	586126	6284157	Pseudomonas sp. LG1E9;92.69%	44	952	PSE_AA2923AA_AS
PSE_AA5967AA	3334	traces-0OELsdr;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	   	1993	2	23		Europe	United Kingdom							Murray Grant	Pseudomonas fluorescens?								2023-10-04	2023-10-04	PSE_AA5967AA	Assembled	231	5.1	205742	6699666	Pseudomonas fluorescens;63.02%	73	2477	PSE_AA2924AA_AS
PSE_AA5968AA	4173	traces-0sJeJqJ;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Solara 	1990	8	10		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 2 BF					2023-10-04	2023-10-04	PSE_AA5968AA	Assembled	236.9	5.1	161058	6297456	Pseudomonas syringae;94.84%	162	2269	PSE_AA2925AA_AS
PSE_AA5969AA	3790A	traces-0FWhoCJ;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea Cruiser 	1994	10	14		Europe	United Kingdom					0.3316023314924629	-1.7191772907972338	Murray Grant	Pseudomonas sp.			BGF GrIVb?					2023-10-04	2023-10-04	PSE_AA5969AA	Assembled	264.6	5.1	304037	6150532	Pseudomonas sp. LG1E9;94.64%	46	1090	PSE_AA2926AA_AS
PSE_AA5970AA	4197	traces-0XoPSDV;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Coral 	1990	11	15		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 5 NF					2023-10-04	2023-10-04	PSE_AA5970AA	Assembled	255	5.1	253317	5998623	Pseudomonas syringae;97.1%	49	1352	PSE_AA2927AA_AS
PSE_AA5971AA	3093	traces-0ucyrDC;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Bingo-Ceb531 	1986	1	1		Europe	Netherlands							Murray Grant	Pseudomonas syringae	pisi		Race 6 BF					2023-10-04	2023-10-04	PSE_AA5971AA	Assembled	272.6	5.1	155828	6168326	Pseudomonas syringae;94.28%	124	1978	PSE_AA2928AA_AS
PSE_AA5972AA	3860A	traces-0XrPmVt;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica napobrassica Unknown 	1995	2	15		Europe	United Kingdom							Murray Grant	Pseudomonas sp			(BF)					2023-10-04	2023-10-04	PSE_AA5972AA	Assembled	282.9	5.1	346423	6838729	Pseudomonas fluorescens;61.8%	84	2889	PSE_AA2929AA_AS
PSE_AA5973AA	3304A	traces-0iQUdrK;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum  	1992	12	7		North America	United States							Murray Grant	Pseudomonas syringae	pisi		Race 2 BF					2023-10-04	2023-10-04	PSE_AA5973AA	Assembled	314	5.1	161103	6284660	Pseudomonas syringae;93.8%	128	1745	PSE_AA2930AA_AS
PSE_AA5974AA	3797A	traces-0ICeOBL;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea Arcadia 	1994	10	24		Europe	United Kingdom					0.08990492707631903	-1.5873413532972338	Murray Grant	Pseudomonas sp			BGF					2023-10-04	2023-10-04	PSE_AA5974AA	Assembled	384	5.1	471793	6261111	Pseudomonas sp. LG1E9;58.14%	48	1743	PSE_AA2931AA_AS
PSE_AA5975AA	3801E	traces-0GLcLTb;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea Emperor 	1994	10	24		Europe	United Kingdom							Murray Grant	Pseudomonas sp			((BF)) yellowish					2023-10-04	2023-10-04	PSE_AA5975AA	Assembled	429.7	5.1	90481	6147211	Pseudomonas orientalis;91.63%	131	2516	PSE_AA2932AA_AS
PSE_AA5976AA	4175	traces-0edfeAv;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Consort 	1990	9	20		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 6 BF					2023-10-04	2023-10-04	PSE_AA5976AA	Assembled	387.3	5.1	161048	6207848	Pseudomonas syringae;94.86%	120	1707	PSE_AA2933AA_AS
PSE_AA5977AA	3800A	traces-0twehuC;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea Green Valian 	1994	10	24		Europe	United Kingdom							Murray Grant	Pseudomonas sp			BGF dryish wrinkled					2023-10-04	2023-10-04	PSE_AA5977AA	Assembled	426.4	5.1	192530	6155330	Pseudomonas orientalis;92.22%	70	1105	PSE_AA2934AA_AS
PSE_AA5978AA	3799B	traces-0WmbpmV;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea Skiff 	1994	10	24		Europe	United Kingdom							Murray Grant	Pseudomonas sp			BGF					2023-10-04	2023-10-04	PSE_AA5978AA	Assembled	482.5	5.1	313616	6094463	Pseudomonas fluorescens;95.75%	48	2265	PSE_AA2935AA_AS
PSE_AA5979AA	3798E	traces-0RUvZeb;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea Pinnacle 	1994	10	24		Europe	United Kingdom							Murray Grant	Pseudomonas sp			BGF					2023-10-04	2023-10-04	PSE_AA5979AA	Assembled	690.8	5.1	315720	6014525	Pseudomonas fluorescens;97.78%	42	2566	PSE_AA2936AA_AS
PSE_AA5980AA	4722	traces-0UZMsGh;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Markana 	1992	11	17		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 2 BF					2023-10-04	2023-10-04	PSE_AA5980AA	Assembled	60.5	5.1	155820	6249240	Pseudomonas syringae;95.92%	145	2446	PSE_AA2937AA_AS
PSE_AA5981AA	4716	traces-0qhGSid;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Montana 	1992	11	17		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 6 WBF					2023-10-04	2023-10-04	PSE_AA5981AA	Assembled	70	5.1	161041	6221112	Pseudomonas syringae;94.55%	133	2181	PSE_AA2938AA_AS
PSE_AA5982AA	4817	traces-0MQAlHJ;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Arena 	1993	1	4		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 4 NF					2023-10-04	2023-10-04	PSE_AA5982AA	Assembled	71	5.1	136348	6195450	Pseudomonas syringae;95.25%	115	943	PSE_AA2939AA_AS
PSE_AA5983AA	4851	traces-0TYMgvI;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Winner 	1993	2	5		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 2 BF					2023-10-04	2023-10-04	PSE_AA5983AA	Assembled	87.7	5.1	161048	6288380	Pseudomonas syringae;95.34%	152	2950	PSE_AA2940AA_AS
PSE_AA5984AA	4799	traces-0pLnsqt;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Daybreak 	1993	1	4		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 4 NF					2023-10-04	2023-10-04	PSE_AA5984AA	Assembled	133.4	5.1	130830	6230725	Pseudomonas syringae;95.11%	131	1548	PSE_AA2941AA_AS
PSE_AA5985AA	4877	traces-0zrjkTt;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Markado 	1993	2	5		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 1 NF					2023-10-04	2023-10-04	PSE_AA5985AA	Assembled	165.7	5.1	237827	5965267	Pseudomonas syringae;97.74%	56	1436	PSE_AA2942AA_AS
PSE_AA5986AA	4713	traces-0HCXFRa;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Orb 	1992	11	17		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 1 NF					2023-10-04	2023-10-04	PSE_AA5986AA	Assembled	283.8	5.1	267464	5955123	Pseudomonas syringae;97.1%	54	1559	PSE_AA2943AA_AS
PSE_AA5987AA	4818	traces-0nVgaPF;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Arena 	1993	1	4		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 6 BF					2023-10-04	2023-10-04	PSE_AA5987AA	Assembled	471.3	5.1	170134	6181771	Pseudomonas syringae;95.11%	110	2024	PSE_AA2944AA_AS
PSE_AA5988AA	5165	traces-0LeQygi;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Solara 	1993	11	2		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 2 NF					2023-10-04	2023-10-04	PSE_AA5988AA	Assembled	57.4	5.1	117619	6177457	Pseudomonas syringae;95.09%	151	2769	PSE_AA2945AA_AS
PSE_AA5989AA	5451	traces-0KLCbde;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Froidure 	1995	8	25		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	pisi		Race 6 BF					2023-10-04	2023-10-04	PSE_AA5989AA	Assembled	76.3	5.1	157628	6188381	Pseudomonas syringae;94.53%	123	1721	PSE_AA2946AA_AS
PSE_AA5990AA	5143	traces-0YJvVSs;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pisum sativum Sugar snap 	1993	11	16		Africa	Zimbabwe							Murray Grant	Pseudomonas syringae	pisi		Race 4 BF					2023-10-04	2023-10-04	PSE_AA5990AA	Assembled	111.7	5.1	143274	6163524	Pseudomonas syringae;94.83%	130	1586	PSE_AA2947AA_AS
PSE_AA5991AA	5409	traces-0zPHXcy;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Morus alba  	1962	1	1		Oceania	New Zealand							Murray Grant	Pseudomonas syringae	mori							2023-10-04	2023-10-04	PSE_AA5991AA	Assembled	128.7	5.1	119653	6442054	Pseudomonas amygdali;44.76%	214	1658	PSE_AA2948AA_AS
PSE_AA5993AA	5422	traces-0JuUEPO;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea Danish Perf. 	1995	6	2		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	maculicola		BF					2023-10-04	2023-10-04	PSE_AA5993AA	Assembled	263	5.1	72953	6371639	Pseudomonas syringae group genomosp. 3;90.63%	199	1190	PSE_AA2950AA_AS
PSE_AA5994AA	6111	traces-0ZXQkNQ;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	   	1996	10	2		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	maculicola		BF Rif resistant M2					2023-10-04	2023-10-04	PSE_AA5994AA	Assembled	284.8	5.1	122125	6111922	Pseudomonas syringae group genomosp. 3;92.59%	157	604	PSE_AA2951AA_AS
PSE_AA5995AA	6324A	traces-0zhguyR;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica   	1998	8	4		Europe	United Kingdom							Murray Grant	Pseudomonas 			BF Gp Ib					2023-10-04	2023-10-04	PSE_AA5995AA	Assembled	314.7	5.1	89220	6081822	Pseudomonas syringae;86.13%	223	2031	PSE_AA2952AA_AS
PSE_AA5996AA	6356	traces-0wLmruT;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pastinaca sativa  					North America	United States							Murray Grant	 Pseudomonas marginalis	pastinacae							2023-10-04	2023-10-04	PSE_AA5996AA	Assembled	365.3	5.1	529475	6886682	Pseudomonas fluorescens;66.33%	39	763	PSE_AA2953AA_AS
PSE_AA5997AA	8335A	traces-0qyexhI;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea  	1903	1	6		Europe	Portugal							Murray Grant	Pseudomonas 			BF					2023-10-04	2023-10-04	PSE_AA5997AA	Assembled	423.9	5.1	474820	5978557	Pseudomonas viridiflava;96.08%	30	6431	PSE_AA2954AA_AS
PSE_AA5998AA	6299A	traces-0FhuOGt;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea Borecole 	1998	2	13		Europe	United Kingdom							Murray Grant	Pseudomonas sp			BF					2023-10-04	2023-10-04	PSE_AA5998AA	Assembled	515.9	5.1	754498	7114734	Pseudomonas protegens;53.4%	29	364	PSE_AA2955AA_AS
PSE_AA5999AA	7739	traces-0OSEaWw;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea Miracle 	1998	12	8		Europe	United Kingdom							Murray Grant	Psuedomonas viridiflava?			BF					2023-10-04	2023-10-04	PSE_AA5999AA	Assembled	566.2	5.1	291192	6088232	Pseudomonas viridiflava;93.54%	43	3052	PSE_AA2956AA_AS
PSE_AA6000AA	6357	traces-0SlbEFM;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Pastinaca sativa  					North America	United States							Murray Grant	 Pseudomonas marginalis	pastinacae							2023-10-04	2023-10-04	PSE_AA6000AA	Assembled	749.8	5.1	303093	6862682	Pseudomonas fluorescens;65.41%	42	1258	PSE_AA2957AA_AS
PSE_AA6001AA	6201A	traces-0lAMADX;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea Borecole 	1997	1	20		Europe	Portugal							Murray Grant	Pseudomonas syringae	possmaculicola		((BF)) LOPAT 1a					2023-10-04	2023-10-04	PSE_AA6001AA	Assembled	891.5	5.1	70888	6516517	Pseudomonas syringae group genomosp. 3;93.35%	206	1408	PSE_AA2958AA_AS
PSE_AA6002AA	6112	traces-0XzfZuV;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	   	1996	10	2		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	maculicola		BF Rif resistant M4					2023-10-04	2023-10-04	PSE_AA6002AA	Assembled	326.3	5.1	93695	6439628	Pseudomonas syringae;86.65%	210	1805	PSE_AA2959AA_AS
PSE_AA6003AA	7871	traces-0jqQxqD;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Beta vulgaris PC247/00 	1900	1	1		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	Aptata		BF					2023-10-04	2023-10-04	PSE_AA6003AA	Assembled	423.3	5.1	492738	6077008	Pseudomonas syringae;98.48%	26	718	PSE_AA2960AA_AS
PSE_AA6004AA	6319A	traces-0Jtbdum;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Eruca sativa  	1998	7	21		Europe	United Kingdom							Murray Grant	Pseudomonas 			Gp Ib					2023-10-04	2023-10-04	PSE_AA6004AA	Assembled	562.8	5.1	83559	6097907	Pseudomonas syringae;86.53%	213	1572	PSE_AA2961AA_AS
PSE_AA6005AA	6321A	traces-0lSjTsI;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Eruca sativa  	1998	7	27		Europe	United Kingdom							Murray Grant	Pseudomonas 			BF Gp Ib					2023-10-04	2023-10-04	PSE_AA6005AA	Assembled	965.6	5.1	92479	6014538	Pseudomonas syringae;88.29%	201	1935	PSE_AA2962AA_AS
PSE_AA6006AA	8974	traces-0HSJWXr;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea  	2017	6	4		Europe	United Kingdom							Murray Grant	Pseudomonas? 								2023-10-04	2023-10-04	PSE_AA6006AA	Assembled	295.6	5.1	286982	6707706	Pseudomonas fluorescens;92.8%	55	1997	PSE_AA2963AA_AS
PSE_AA6007AA	65B	traces-0RiJscO;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica nigra  	1967	1	1		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	maculicola		BF					2023-10-04	2023-10-04	PSE_AA6007AA	Assembled	81.1	5.1	71360	6263512	Pseudomonas syringae group genomosp. 3;91.38%	176	945	PSE_AA2964AA_AS
PSE_AA6008AA	910A	traces-0vywpur;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Coriandrum sativum  	1975	11	12		Europe	United Kingdom							Murray Grant	Pseudomonas sp			NF					2023-10-04	2023-10-04	PSE_AA6008AA	Assembled	94.9	5.1	139661	5752542	Pseudomonas syringae;88.97%	147	2041	PSE_AA2965AA_AS
PSE_AA6009AA	96A	traces-0wTMUiM;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Coriandrum sativum  	1967	11	28		Europe	United Kingdom							Murray Grant	Pseudomonas syringae								2023-10-04	2023-10-04	PSE_AA6009AA	Assembled	111.1	5.1	134525	5831475	Pseudomonas syringae;88.0%	156	1993	PSE_AA2966AA_AS
PSE_AA6010AA	84B	traces-0LBLLaH;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Coriandrum sativum  	1967	8	21		Europe	United Kingdom							Murray Grant	Pseudomonas syringae			NF					2023-10-04	2023-10-04	PSE_AA6010AA	Assembled	128.5	5.1	134480	5759411	Pseudomonas syringae;89.5%	159	2249	PSE_AA2967AA_AS
PSE_AA6011AA	912A	traces-0uKmKpU;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Coriandrum sativum  	1975	11	12		Europe	United Kingdom							Murray Grant	Pseudomonas sp			BF					2023-10-04	2023-10-04	PSE_AA6011AA	Assembled	130.9	5.1	664214	5709652	Pseudomonas syringae;98.58%	26	1114	PSE_AA2968AA_AS
PSE_AA6012AA	755A	traces-0spvBFm;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea  captitata 	1974	3	5										Murray Grant	Pseudomonas sp.			BF mix					2023-10-04	2023-10-04	PSE_AA6012AA	Assembled	133.9	5.1	407655	6310932	Pseudomonas fluorescens;59.14%	33	807	PSE_AA2969AA_AS
PSE_AA6013AA	791	traces-0FtqBAS;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea botrytis 	1965	1	1		Europe	United Kingdom							Murray Grant	Pseudomonas syringae	maculicola		BF					2023-10-04	2023-10-04	PSE_AA6013AA	Assembled	142.1	5.1	122125	6111608	Pseudomonas syringae group genomosp. 3;92.67%	141	925	PSE_AA2970AA_AS
PSE_AA6014AA	1664	traces-0LqQDmc;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Glycine max  	1974	2	1		Europe	France							Murray Grant	Pseudomonas syringae	glycinea		BF a					2023-10-04	2023-10-04	PSE_AA6014AA	Assembled	132.3	5.1	58919	6079586	Pseudomonas savastanoi;82.65%	347	2565	PSE_AA2971AA_AS
PSE_AA6015AA	825	traces-0eiNWNR;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Coriandrum sativum  	1974	9	20		Europe	United Kingdom							Murray Grant	Pseudomonas sp			NF					2023-10-04	2023-10-04	PSE_AA6015AA	Assembled	157.4	5.1	131966	5736859	Pseudomonas syringae;89.99%	138	2173	PSE_AA2972AA_AS
PSE_AA6016AA	95	traces-0QEsAip;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Coriandrum sativum  	1968	10	11		Europe	United Kingdom							Murray Grant	Pseudomonas marginalis			Group IV GF					2023-10-04	2023-10-04	PSE_AA6016AA	Assembled	137.1	5.1	359903	6691536	Pseudomonas koreensis;45.97%	45	5980	PSE_AA2973AA_AS
PSE_AA6018AA	909A	traces-0wxkUcT;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Allium cepa  	1975	10	24		Europe	United Kingdom							Murray Grant	Pseudomonas sp			BF					2023-10-04	2023-10-04	PSE_AA6018AA	Assembled	149	5.1	758316	6280295	Pseudomonas simiae;95.13%	20	1883	PSE_AA2974AA_AS
PSE_AA6019AA	88	traces-0iELpnq;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Coriandrum sativum  	1967	9	11		Europe	United Kingdom							Murray Grant	Pseudomonas sp.			NF					2023-10-04	2023-10-04	PSE_AA6019AA	Assembled	164	5.1	134234	5823099	Pseudomonas syringae;88.37%	153	2088	PSE_AA2976AA_AS
PSE_AA6020AA	981	traces-0MyXAwg;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Brassica oleracea Copenhagen M 	1979	1	17		Europe	United Kingdom							Murray Grant	Pseudomonas sp			BF					2023-10-04	2023-10-04	PSE_AA6020AA	Assembled	175.4	5.1	395879	5967460	Pseudomonas viridiflava;97.6%	35	4561	PSE_AA2977AA_AS
PSE_AA6022AA	832A	traces-0BNXTgY;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Coriandrum sativum  	1974	10	11		Europe	United Kingdom							Murray Grant	Pseudomonas syringae			NF					2023-10-04	2023-10-04	PSE_AA6022AA	Assembled	197.3	5.1	144787	5750529	Pseudomonas syringae;89.98%	138	2286	PSE_AA2978AA_AS
PSE_AA6023AA	741A	traces-0PmyZwR;ILLUMINA;Paired;;NA;Uploaded	Environment	Plant	Coriandrum sativum  	1974	1	4										Murray Grant	Pseudomonas sp.			NF					2023-10-04	2023-10-04	PSE_AA6023AA	Assembled	187.1	5.1	139375	5832153	Pseudomonas syringae;88.16%	155	2067	PSE_AA2979AA_AS
